postcode,borough,crime_type,date,borough_risk_level,borough_crime_rate,training_text,risk_score,premium_multiplier
SE9 5FU,Greenwich,Vehicle Crime,2020-11-06,Medium,95.4,"Crime Data: Vehicle Crime in Greenwich (SE9 5FU)
Date: 2020-11-06 at 00:57
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 95.4, Medium risk area, High time risk
Assessment: Vehicles in SE9 5FU area have medium theft risk due to 95.4 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",49.54,1.0
SE24 3CU,Lambeth,Vehicle Crime,2023-12-09,High,132.6,"Crime Data: Vehicle Crime in Lambeth (SE24 3CU)
Date: 2023-12-09 at 23:54
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 132.6, High risk area, High time risk
Assessment: Vehicles in SE24 3CU area have high theft risk due to 132.6 crime rate per 1000 residents.
Insurance Impact: Medium premium adjustment (+10-20%)",59.26,1.2
SE4 5KZ,Lewisham,Vehicle Crime,2021-07-02,Medium,92.8,"Crime Data: Vehicle Crime in Lewisham (SE4 5KZ)
Date: 2021-07-02 at 02:43
Outcome: Under Investigation
Risk Factors: Borough crime rate 92.8, Medium risk area, High time risk
Assessment: Vehicles in SE4 5KZ area have medium theft risk due to 92.8 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",49.28,1.0
SE22 2GF,Southwark,Vehicle Crime,2023-06-10,High,130.4,"Crime Data: Vehicle Crime in Southwark (SE22 2GF)
Date: 2023-06-10 at 14:44
Outcome: Evidential difficulties victim does not support action
Risk Factors: Borough crime rate 130.4, High risk area, High time risk
Assessment: Vehicles in SE22 2GF area have high theft risk due to 130.4 crime rate per 1000 residents.
Insurance Impact: Medium premium adjustment (+10-20%)",59.04,1.2
BR6 6TQ,Bromley,Vehicle Crime,2024-07-19,Low,65.4,"Crime Data: Vehicle Crime in Bromley (BR6 6TQ)
Date: 2024-07-19 at 02:27
Outcome: Evidential difficulties victim does not support action
Risk Factors: Borough crime rate 65.4, Low risk area, High time risk
Assessment: Vehicles in BR6 6TQ area have low theft risk due to 65.4 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",37.54,0.8
SE13 5KM,Lewisham,Vehicle Crime,2023-11-16,Medium,92.8,"Crime Data: Vehicle Crime in Lewisham (SE13 5KM)
Date: 2023-11-16 at 09:56
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 92.8, Medium risk area, Medium time risk
Assessment: Vehicles in SE13 5KM area have medium theft risk due to 92.8 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",39.28,1.0
N20 1JY,Barnet,Vehicle Crime,2024-06-18,Low,68.5,"Crime Data: Vehicle Crime in Barnet (N20 1JY)
Date: 2024-06-18 at 01:43
Outcome: Charged/Summonsed
Risk Factors: Borough crime rate 68.5, Low risk area, High time risk
Assessment: Vehicles in N20 1JY area have low theft risk due to 68.5 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",37.85,0.8
NW1 3AA,Camden,Vehicle Crime,2023-01-26,High,172.4,"Crime Data: Vehicle Crime in Camden (NW1 3AA)
Date: 2023-01-26 at 09:08
Outcome: Evidential difficulties victim does not support action
Risk Factors: Borough crime rate 172.4, High risk area, Medium time risk
Assessment: Vehicles in NW1 3AA area have high theft risk due to 172.4 crime rate per 1000 residents.
Insurance Impact: Medium premium adjustment (+10-20%)",53.24,1.2
UB3 8ZZ,Hillingdon,Vehicle Crime,2023-06-23,Low,70.2,"Crime Data: Vehicle Crime in Hillingdon (UB3 8ZZ)
Date: 2023-06-23 at 20:51
Outcome: Evidential difficulties victim supports action
Risk Factors: Borough crime rate 70.2, Low risk area, Medium time risk
Assessment: Vehicles in UB3 8ZZ area have low theft risk due to 70.2 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",28.02,0.8
SE23 7KK,Lewisham,Vehicle Crime,2021-01-07,Medium,92.8,"Crime Data: Vehicle Crime in Lewisham (SE23 7KK)
Date: 2021-01-07 at 22:20
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 92.8, Medium risk area, High time risk
Assessment: Vehicles in SE23 7KK area have medium theft risk due to 92.8 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",49.28,1.0
TW2 5YT,Richmond upon Thames,Vehicle Crime,2021-03-27,Low,60.7,"Crime Data: Vehicle Crime in Richmond upon Thames (TW2 5YT)
Date: 2021-03-27 at 02:22
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 60.7, Low risk area, High time risk
Assessment: Vehicles in TW2 5YT area have low theft risk due to 60.7 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",37.07,0.8
N5 2MC,Islington,Vehicle Crime,2023-01-11,High,138.2,"Crime Data: Vehicle Crime in Islington (N5 2MC)
Date: 2023-01-11 at 11:08
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 138.2, High risk area, Medium time risk
Assessment: Vehicles in N5 2MC area have high theft risk due to 138.2 crime rate per 1000 residents.
Insurance Impact: Medium premium adjustment (+10-20%)",49.82,1.2
WC1 6AL,Camden,Vehicle Crime,2021-05-28,High,172.4,"Crime Data: Vehicle Crime in Camden (WC1 6AL)
Date: 2021-05-28 at 00:09
Outcome: Evidential difficulties victim does not support action
Risk Factors: Borough crime rate 172.4, High risk area, High time risk
Assessment: Vehicles in WC1 6AL area have high theft risk due to 172.4 crime rate per 1000 residents.
Insurance Impact: Medium premium adjustment (+10-20%)",63.24,1.2
E16 2AC,Newham,Vehicle Crime,2024-01-08,High,128.9,"Crime Data: Vehicle Crime in Newham (E16 2AC)
Date: 2024-01-08 at 01:08
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 128.9, High risk area, High time risk
Assessment: Vehicles in E16 2AC area have high theft risk due to 128.9 crime rate per 1000 residents.
Insurance Impact: Medium premium adjustment (+10-20%)",58.89,1.2
W2 7PB,Westminster,Vehicle Crime,2020-08-15,Very High,349.9,"Crime Data: Vehicle Crime in Westminster (W2 7PB)
Date: 2020-08-15 at 05:10
Outcome: Evidential difficulties victim does not support action
Risk Factors: Borough crime rate 349.9, Very High risk area, High time risk
Assessment: Vehicles in W2 7PB area have very high theft risk due to 349.9 crime rate per 1000 residents.
Insurance Impact: High premium adjustment (+20-30%)",75.0,1.3
BR3 1PR,Bromley,Vehicle Crime,2024-05-27,Low,65.4,"Crime Data: Vehicle Crime in Bromley (BR3 1PR)
Date: 2024-05-27 at 05:49
Outcome: Under Investigation
Risk Factors: Borough crime rate 65.4, Low risk area, High time risk
Assessment: Vehicles in BR3 1PR area have low theft risk due to 65.4 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",37.54,0.8
SW1 8UU,Westminster,Vehicle Crime,2022-06-03,Very High,349.9,"Crime Data: Vehicle Crime in Westminster (SW1 8UU)
Date: 2022-06-03 at 19:23
Outcome: Evidential difficulties victim does not support action
Risk Factors: Borough crime rate 349.9, Very High risk area, Medium time risk
Assessment: Vehicles in SW1 8UU area have very high theft risk due to 349.9 crime rate per 1000 residents.
Insurance Impact: High premium adjustment (+20-30%)",65.0,1.3
SE19 7TP,Croydon,Vehicle Crime,2024-10-06,Low,79.8,"Crime Data: Vehicle Crime in Croydon (SE19 7TP)
Date: 2024-10-06 at 05:25
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 79.8, Low risk area, High time risk
Assessment: Vehicles in SE19 7TP area have low theft risk due to 79.8 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",38.980000000000004,0.8
E14 5YS,Tower Hamlets,Vehicle Crime,2023-03-18,High,135.8,"Crime Data: Vehicle Crime in Tower Hamlets (E14 5YS)
Date: 2023-03-18 at 02:57
Outcome: Evidential difficulties victim supports action
Risk Factors: Borough crime rate 135.8, High risk area, High time risk
Assessment: Vehicles in E14 5YS area have high theft risk due to 135.8 crime rate per 1000 residents.
Insurance Impact: Medium premium adjustment (+10-20%)",59.58,1.2
E1 8PG,Tower Hamlets,Vehicle Crime,2022-03-15,High,135.8,"Crime Data: Vehicle Crime in Tower Hamlets (E1 8PG)
Date: 2022-03-15 at 17:44
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 135.8, High risk area, Medium time risk
Assessment: Vehicles in E1 8PG area have high theft risk due to 135.8 crime rate per 1000 residents.
Insurance Impact: Medium premium adjustment (+10-20%)",49.58,1.2
E3 2AK,Tower Hamlets,Vehicle Crime,2020-12-15,High,135.8,"Crime Data: Vehicle Crime in Tower Hamlets (E3 2AK)
Date: 2020-12-15 at 01:01
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 135.8, High risk area, High time risk
Assessment: Vehicles in E3 2AK area have high theft risk due to 135.8 crime rate per 1000 residents.
Insurance Impact: Medium premium adjustment (+10-20%)",59.58,1.2
NW10 6SW,Brent,Vehicle Crime,2023-07-29,Medium,90.5,"Crime Data: Vehicle Crime in Brent (NW10 6SW)
Date: 2023-07-29 at 04:30
Outcome: Evidential difficulties victim supports action
Risk Factors: Borough crime rate 90.5, Medium risk area, High time risk
Assessment: Vehicles in NW10 6SW area have medium theft risk due to 90.5 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",49.05,1.0
SW4 3BN,Lambeth,Vehicle Crime,2021-04-25,High,132.6,"Crime Data: Vehicle Crime in Lambeth (SW4 3BN)
Date: 2021-04-25 at 14:43
Outcome: Evidential difficulties victim does not support action
Risk Factors: Borough crime rate 132.6, High risk area, High time risk
Assessment: Vehicles in SW4 3BN area have high theft risk due to 132.6 crime rate per 1000 residents.
Insurance Impact: Medium premium adjustment (+10-20%)",59.26,1.2
N19 4BQ,Islington,Vehicle Crime,2020-05-28,High,138.2,"Crime Data: Vehicle Crime in Islington (N19 4BQ)
Date: 2020-05-28 at 22:23
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 138.2, High risk area, High time risk
Assessment: Vehicles in N19 4BQ area have high theft risk due to 138.2 crime rate per 1000 residents.
Insurance Impact: Medium premium adjustment (+10-20%)",59.82,1.2
WC1 2FK,Camden,Vehicle Crime,2022-07-15,High,172.4,"Crime Data: Vehicle Crime in Camden (WC1 2FK)
Date: 2022-07-15 at 04:55
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 172.4, High risk area, High time risk
Assessment: Vehicles in WC1 2FK area have high theft risk due to 172.4 crime rate per 1000 residents.
Insurance Impact: Medium premium adjustment (+10-20%)",63.24,1.2
UB3 2AV,Hillingdon,Vehicle Crime,2021-01-27,Low,70.2,"Crime Data: Vehicle Crime in Hillingdon (UB3 2AV)
Date: 2021-01-27 at 02:46
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 70.2, Low risk area, High time risk
Assessment: Vehicles in UB3 2AV area have low theft risk due to 70.2 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",38.019999999999996,0.8
E12 1UK,Newham,Vehicle Crime,2024-01-13,High,128.9,"Crime Data: Vehicle Crime in Newham (E12 1UK)
Date: 2024-01-13 at 10:35
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 128.9, High risk area, High time risk
Assessment: Vehicles in E12 1UK area have high theft risk due to 128.9 crime rate per 1000 residents.
Insurance Impact: Medium premium adjustment (+10-20%)",58.89,1.2
NW10 8ZM,Brent,Vehicle Crime,2021-03-15,Medium,90.5,"Crime Data: Vehicle Crime in Brent (NW10 8ZM)
Date: 2021-03-15 at 10:38
Outcome: Under Investigation
Risk Factors: Borough crime rate 90.5, Medium risk area, Medium time risk
Assessment: Vehicles in NW10 8ZM area have medium theft risk due to 90.5 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",39.05,1.0
E4 7XW,Waltham Forest,Vehicle Crime,2022-06-06,Medium,86.7,"Crime Data: Vehicle Crime in Waltham Forest (E4 7XW)
Date: 2022-06-06 at 00:31
Outcome: Evidential difficulties victim supports action
Risk Factors: Borough crime rate 86.7, Medium risk area, High time risk
Assessment: Vehicles in E4 7XW area have medium theft risk due to 86.7 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",48.67,1.0
NW6 1AP,Brent,Vehicle Crime,2023-08-17,Medium,90.5,"Crime Data: Vehicle Crime in Brent (NW6 1AP)
Date: 2023-08-17 at 23:56
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 90.5, Medium risk area, High time risk
Assessment: Vehicles in NW6 1AP area have medium theft risk due to 90.5 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",49.05,1.0
E3 5DQ,Tower Hamlets,Vehicle Crime,2023-02-17,High,135.8,"Crime Data: Vehicle Crime in Tower Hamlets (E3 5DQ)
Date: 2023-02-17 at 06:18
Outcome: Evidential difficulties victim supports action
Risk Factors: Borough crime rate 135.8, High risk area, High time risk
Assessment: Vehicles in E3 5DQ area have high theft risk due to 135.8 crime rate per 1000 residents.
Insurance Impact: Medium premium adjustment (+10-20%)",59.58,1.2
SM2 8DB,Sutton,Vehicle Crime,2023-04-24,Low,62.9,"Crime Data: Vehicle Crime in Sutton (SM2 8DB)
Date: 2023-04-24 at 11:05
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 62.9, Low risk area, Medium time risk
Assessment: Vehicles in SM2 8DB area have low theft risk due to 62.9 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",27.29,0.8
HA7 5TR,Harrow,Vehicle Crime,2023-12-10,Low,66.8,"Crime Data: Vehicle Crime in Harrow (HA7 5TR)
Date: 2023-12-10 at 01:31
Outcome: Evidential difficulties victim supports action
Risk Factors: Borough crime rate 66.8, Low risk area, High time risk
Assessment: Vehicles in HA7 5TR area have low theft risk due to 66.8 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",37.68,0.8
KT4 1WN,Kingston upon Thames,Vehicle Crime,2024-07-20,Low,62.1,"Crime Data: Vehicle Crime in Kingston upon Thames (KT4 1WN)
Date: 2024-07-20 at 10:59
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 62.1, Low risk area, High time risk
Assessment: Vehicles in KT4 1WN area have low theft risk due to 62.1 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",37.21,0.8
SE4 8QF,Lewisham,Vehicle Crime,2023-03-01,Medium,92.8,"Crime Data: Vehicle Crime in Lewisham (SE4 8QF)
Date: 2023-03-01 at 03:29
Outcome: Under Investigation
Risk Factors: Borough crime rate 92.8, Medium risk area, High time risk
Assessment: Vehicles in SE4 8QF area have medium theft risk due to 92.8 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",49.28,1.0
SW1 8LH,Westminster,Vehicle Crime,2022-06-03,Very High,349.9,"Crime Data: Vehicle Crime in Westminster (SW1 8LH)
Date: 2022-06-03 at 04:17
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 349.9, Very High risk area, High time risk
Assessment: Vehicles in SW1 8LH area have very high theft risk due to 349.9 crime rate per 1000 residents.
Insurance Impact: High premium adjustment (+20-30%)",75.0,1.3
E15 5GY,Newham,Vehicle Crime,2023-01-15,High,128.9,"Crime Data: Vehicle Crime in Newham (E15 5GY)
Date: 2023-01-15 at 01:51
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 128.9, High risk area, High time risk
Assessment: Vehicles in E15 5GY area have high theft risk due to 128.9 crime rate per 1000 residents.
Insurance Impact: Medium premium adjustment (+10-20%)",58.89,1.2
CR4 9RR,Merton,Vehicle Crime,2023-03-15,Low,73.1,"Crime Data: Vehicle Crime in Merton (CR4 9RR)
Date: 2023-03-15 at 00:18
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 73.1, Low risk area, High time risk
Assessment: Vehicles in CR4 9RR area have low theft risk due to 73.1 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",38.31,0.8
CR7 6NJ,Croydon,Vehicle Crime,2023-12-08,Low,79.8,"Crime Data: Vehicle Crime in Croydon (CR7 6NJ)
Date: 2023-12-08 at 18:10
Outcome: Under Investigation
Risk Factors: Borough crime rate 79.8, Low risk area, Medium time risk
Assessment: Vehicles in CR7 6NJ area have low theft risk due to 79.8 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",28.98,0.8
E5 9RM,Hackney,Vehicle Crime,2022-12-07,High,140.1,"Crime Data: Vehicle Crime in Hackney (E5 9RM)
Date: 2022-12-07 at 15:53
Outcome: Evidential difficulties victim supports action
Risk Factors: Borough crime rate 140.1, High risk area, Medium time risk
Assessment: Vehicles in E5 9RM area have high theft risk due to 140.1 crime rate per 1000 residents.
Insurance Impact: Medium premium adjustment (+10-20%)",50.01,1.2
W14 7RL,Hammersmith and Fulham,Vehicle Crime,2024-03-27,High,125.3,"Crime Data: Vehicle Crime in Hammersmith and Fulham (W14 7RL)
Date: 2024-03-27 at 03:50
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 125.3, High risk area, High time risk
Assessment: Vehicles in W14 7RL area have high theft risk due to 125.3 crime rate per 1000 residents.
Insurance Impact: Medium premium adjustment (+10-20%)",58.53,1.2
