token_id,contract_address,owner_wallet_address,make,model,year,vin,registration_number,category,current_value,original_value,postcode,area,area_risk_level,mint_date,mint_transaction_hash,last_transfer_date,last_transfer_hash,metadata_ipfs_hash,blockchain,token_standard,insurance_risk_score,monthly_premium_estimate,coverage_recommended,ownership_verified,vin_verified,dvla_verified,mileage,fuel_type,transmission,color,doors,total_transfers,policy_count,claims_count,last_valuation_date,created_at,updated_at
1560,0x01083da2f383099e80dd493fa9c58f4ff01a0ed2,0xfd1884ed01ceca3afe39ab248ae7a55b7e7e98f6,Ford,Focus,2014,WBA146055620460,CD14 MIN,standard,3197,8000,E1 2FP,Tower Hamlets,high,2023-11-25,0x92d916381074640ef7ab7edd7e06dff0ceea6e4b8ef7e3b11f01869aedfa4692,2024-03-12,0xf31e63c247174b1eff7e3451d5c2a147613ab1a61127815d6d8381e2190bd972,QmHr8oWBQTf2tfJ7fm1ddfCe3Env9yxMcf1LqoSrjPqakP,BlockDAG,ERC-721,50.8197,0,standard,False,True,False,62116,Diesel,Automatic,White,5,3,1,1,2024-01-26,2023-11-25,2024-03-12
1561,0x01083da29905ffa6db55e4a55fd433c97504a028,0x18c52ded376fb4485046cd2d4b7fcc90c2fd2e53,Ford,Focus,2014,WBA143561975094,AB14 NNY,standard,3197,8000,CR0 2RW,Croydon,medium,2022-04-17,0xbe188c12f421d73b1a4c385ec5d16ec3ad154d8520375d22c1eb1af3173264af,2024-08-14,0x372c090bcb5e0c4a050ba52140af6c755a9d2b61e255244d4e1c2e6b8fd65f2a,QmjgrPfgM7iHLEcWGZ4wKsKfAsYyjjcEBoWjsaT25Cn4sy,BlockDAG,ERC-721,45.8197,0,standard,True,True,True,18681,Hybrid,Automatic,Red,5,5,1,1,2024-05-02,2022-04-17,2024-08-14
1562,0xc57be7f5ac34e85714b18b20f783bbbf7bdc6e4d,0xc0190fd0dd598d065054dd1a59853953f6023d6a,Mercedes,S-Class,2009,WDD096227240670,EF09 WIT,luxury,11852,45000,SW3 7RG,Chelsea,high,2021-08-23,0x1dd34e039cba9e71adfdaed5157052c892bf317a17389391581c67d822b2f3fe,2023-06-26,0xb147e2cec0d7d4f3adc0bada2f5ac92b174684a788b5cd2555cf3ce3ab8768a3,QmVv6YsRiHFGXCdhHkAzj8Qd2WLPb1DgKmVXwLZ1AerSJH,BlockDAG,ERC-721,84.5852,4,standard,True,True,False,108329,Petrol,Manual,White,4,4,1,0,2024-11-06,2021-08-23,2023-06-26
1563,0xe6971472f1db21234866c5f2252122e4eced3e4b,0x0e85fdd0959235b658dcaeaccc11b829c003897c,Aston Martin,DB5,1980,SCFAB805384331091,ABC OWC,luxury,62085,50000,SE1 3XV,Southwark,medium,2020-09-01,0x0e686c0a78bbf652ae550956576fbcb252a5259efb4b85b059ae827d58bb7bfc,2023-10-19,0x9d68b4a6f15cfa33b10f3539c2097473f465f73dcf5581b8715bb4d56a58f380,QmVpAZSnDHhPFSRhJUTdArcA7RF8vqCJc52C8TL52r5t5R,BlockDAG,ERC-721,80.0,16,comprehensive,False,False,False,108321,Hybrid,Automatic,Red,4,2,1,1,2023-12-05,2020-09-01,2023-10-19
1564,0xbada04e2cc60196d5f87535414a451f3e1fffa7d,0xfded4d22049253ce64d922b94d1ae90fa982c729,Volkswagen,Golf,2005,WBA056538140282,AB05 FJL,standard,2264,12000,CR0 7VL,Croydon,medium,2020-07-19,0xe1e11f8345cf7e5facf6632531f873be8bd6d55cf18fa7e89beda24877d87a30,2024-08-09,0xd2d0187e497eda474e13727b83143bc9003db8d065458bed347fa0c46d458bdd,QmmJf2rmjYCECfdR3pKTKidrPx5xrpQ7dbdsNodjvNZk6H,BlockDAG,ERC-721,50.2264,0,standard,True,False,True,130107,Hybrid,Automatic,Blue,3,2,1,1,2023-04-17,2020-07-19,2024-08-09
1565,0xe69714725475f7bd7d0f5739fb2b88b9ba035ea5,0x49ffb73fc15de5333a8ff07e280680f8811c0f8b,Aston Martin,Vantage,1967,SCFAB678977697671,BCB XJW,luxury,79794,45000,SE1 9ZN,Southwark,medium,2020-11-09,0x9fa982330085bea0e1eaf698415fdf9ffd7804ae6e193dc69e6e541baf349c45,2024-04-12,0x0850024f32fc4e76e0a83cd38e3d7061752664dbc24049f2ee7e4a7207ccb4dd,QmjEwBvFfGybaf84tUHnkXK3GttbDcn6uK8R4kZzugrzWf,BlockDAG,ERC-721,79.5,21,comprehensive,True,True,False,119232,Electric,Manual,White,4,2,1,1,2023-02-17,2020-11-09,2024-04-12
1566,0xfac8f46f2101e586994ca2654b21be7229931e34,0x1cb63224a6816a155bc7e9b89535b9f3018869e0,Jaguar,F-Pace,2021,SAJ211389021595,AB21 HXA,luxury,25073,35000,W1 6LY,Mayfair,high,2021-03-21,0xaef31c5907f26169f6a8a1b361553b4e4e41f06cabdc8a0f9c89edec0c0430f6,2024-07-19,0xa1851153211a71224d1dd17ff4ecf39d9544f0b6d59f8c9c872a6f76e36be42b,Qm2LdSh9rBBf421n3gUhBVAJBGnzMGTN3og2sLdJZMHhq8,BlockDAG,ERC-721,87.1073,9,standard,True,False,False,68792,Hybrid,Automatic,Red,3,4,2,1,2024-08-31,2021-03-21,2024-07-19
1567,0x891b24e44babb08e7092f39c2011488a6053125f,0x4cf7614c42b92f75752d608c8790887e5fb77df2,McLaren,P1,2018,WBA181980700346,CD18 MLT,supercar,446277,800000,E1 8YN,Tower Hamlets,high,2024-12-19,0x3b43372ff24c191e6d5698f08bbd865dd1188d85f970ca37a0baa297b316cda6,2023-04-02,0xa1ae1af662695ae143d0932a6c19f199bfd0faee20913a36f0d38b85b679fe59,QmppDiQWdyfvLsrRhZwfqDW1n2MD5e6ovdHUismkEiLqRB,BlockDAG,ERC-721,93.0,166,comprehensive,True,True,True,81982,Hybrid,Manual,White,3,5,0,0,2024-06-11,2024-12-19,2023-04-02
1568,0x891b24e44483627d4c42e4dac1f361458e14e067,0x92b1a9e464f831c4ff4b6a0e73df155f07ff861a,McLaren,720S,2004,WBA041216969218,EF04 SNJ,supercar,38191,220000,TW9 4VO,Richmond,low,2023-03-05,0xfe2ee53099964e95d99f2dda3a79c8c1db5aa0f7b1a053947acbdf6db47b3bb2,2023-04-25,0xb364504a84706aa199ecb54e9f4f2f77758ed67e951988687452cad4425558b9,QmbXoJW6fLrxFu6tWchnedrsQpLGvqcRS2sRa4MhFiCLZk,BlockDAG,ERC-721,89.3191,7,comprehensive,True,True,True,137148,Electric,Manual,Grey,5,1,0,1,2023-05-22,2023-03-05,2023-04-25
1569,0xe69714723271edd39e5ffc17b0b870ac020fb0fa,0xc4cd5a29139a64e965a76cdfd46deb2636ae70ec,Aston Martin,DB9,1960,SCFAB604662624792,CDE ABZ,luxury,125220,75000,TW9 6ED,Richmond,low,2023-02-10,0xbf16e5463c33bef5d0d9a818650af8be27ba2d1f4d93bdeefde14a8f946e5406,2024-02-24,0xb4acc36bbc2446f63be9d7352c6b2b9b44e625b2eb3cbd5f5c683256cd16ab48,QmSvcYPkFRBF8pUmoDgzFmxHULKEbdyC6ihU8h2mPAJCp6,BlockDAG,ERC-721,74.5,21,comprehensive,True,False,False,79450,Petrol,Automatic,Red,5,5,0,1,2023-10-08,2023-02-10,2024-02-24
1570,0x891b24e414c9dcbf92994c89f4b2292d49d8d8a1,0xd92d6629ef476d588b8aeeaad4518f3e5e502dfd,McLaren,570S,2007,WBA078674471939,CD07 HEW,supercar,40128,180000,SW1 8HH,Westminster,very_high,2024-06-21,0xa2605744e2b4865e937e7f028f067651fcc302ec2601161ee31b2892b074b799,2024-02-21,0xc89f8de99bdfcc70e6750a2e3e2ab6e95089ec48741ad980a45990948eafb878,QmPfkPkRNvKcnp8Y44afpFhpxfsnaKuFHHCid445YoU9w6,BlockDAG,ERC-721,95.0,17,comprehensive,False,True,False,72476,Electric,Automatic,Grey,4,3,1,1,2024-07-21,2024-06-21,2024-02-21
1571,0xfac8f46fb78ec48ad6909bb9ecb9fc143e0402af,0xda95bb9e168ecc0bcc97d57abe9277b19300bddd,Jaguar,F-Type,2000,SAJ000778526098,DED FCH,luxury,3730,30000,SW11 3GW,Wandsworth,low,2021-02-09,0xd05a12847d0277063e720c81e12bb71fcb0b9e0f01f03dd40c1ee549c06a7f58,2024-08-03,0xf2cbba3d19fc670dafc2b036e6fdc813f1737ca44ae169b5cb701f110fd81bb5,Qmgi67CTmbfJcujZL1wyM2yfqj52TGHEUP9j3kLanFqtmB,BlockDAG,ERC-721,72.873,0,standard,True,False,False,3891,Diesel,Automatic,Red,3,1,1,0,2024-08-11,2021-02-09,2024-08-03
1572,0x6c5b90ce31f3ecc5b345672c0d2997107de2ef2d,0x5a6388f5d3952e435e3ca734b5a562c7be7d652c,Ferrari,F8,2012,ZFF129991512110,AB12 WMT,supercar,74415,220000,CR0 7TZ,Croydon,medium,2023-06-29,0xa4afb62fff87426a7a835190f3ae915064716b8a73c1b65bce20bc8a4bd338f1,2024-10-31,0x104068bd5f609c67c57f5c384a290af3d8b7b523566dcca88d3b3bd2352219d0,QmBP1grCTUWeo6G8ebuNSKcoYFtcdLPeHUU1vMqRoqt9eu,BlockDAG,ERC-721,91.0,22,comprehensive,True,True,False,57420,Electric,Manual,Silver,5,3,2,1,2023-09-20,2023-06-29,2024-10-31
1573,0x7935144093c5299fa0fbaaca5ac35ec8bdf891f3,0xbaac7be9bc9d8f97dc55811695d32fc7b3d07a9a,Lamborghini,Aventador,2017,WBA179863135021,CD17 JLI,supercar,128304,250000,SW3 2AR,Chelsea,high,2024-02-19,0x89b21419a12d96e25fae75440002e27764a5ebfe8186922835860b4f039b7ef9,2024-03-05,0xa6162477fd837604cb616b2fc3383ce76e2cf9d983720599d5aa479cac2623e3,QmYo4Uq6hfHMmLhmhHGguNJMQAhhbTQFgzRpHtPucaJJgz,BlockDAG,ERC-721,93.5,47,comprehensive,True,True,False,52187,Diesel,Automatic,White,5,1,1,0,2023-10-10,2024-02-19,2024-03-05
1574,0x92b457e45dc8acc291a7e3038a79942240ded1a0,0x700a6cd47131707e57947b0317c93b9a8d593ba4,Audi,RS6,2008,WAU088410790762,AB08 LFK,premium,9692,40000,E1 8IX,Tower Hamlets,high,2023-01-13,0x2d82f5902823f6322bc0c15f3a250fa53fa7bd9a592b20a053dc8df10302c84d,2024-08-05,0xd330de155ffc8907e024d3f26cf3846bc4ccf2396cb3e3d36106ab7e2e880457,QmTMDGHeA6HLUfYwKqyhB9fZQG3kfcdBfaQq5qgRmWKHta,BlockDAG,ERC-721,69.4692,2,standard,True,True,False,50136,Hybrid,Automatic,Red,2,4,1,1,2024-11-20,2023-01-13,2024-08-05
1575,0x01083da2f0ff98feffcb7689e0ebcbbe4fcf364d,0x036fcf64e0e746dc4e5b572de9091aae009c365f,Ford,Mustang,2018,WBA184203789337,AB18 SVV,standard,13946,25000,SE1 2XH,Southwark,medium,2023-03-13,0x3b473525844a7b71301ba35d62f3131a5fd7f035ca8611f7f30546ab07ccaa9e,2023-04-17,0x71750f43aba570093c67c2c429fd3cb4dde369b0c66356603a992d8568ce83bc,Qmqawmv8eqpSjVmZhoRU9MLURP4Nzzz7mCskgeFY9BCRtf,BlockDAG,ERC-721,44.8946,2,standard,True,True,True,132980,Electric,Automatic,White,3,2,0,1,2023-07-02,2023-03-13,2023-04-17
1576,0x891b24e45ab4a00cd6c1c09ce23b75534bf8d304,0x2b47a4c458c3b6ed391c0b36c2df1e15168e8787,McLaren,570S,2014,WBA145244279634,CD14 XSJ,supercar,71934,180000,EN1 8JU,Enfield,medium,2021-12-04,0x6fb6f4a80a2843e2875880d00864bfa41bdcf5f49ef4b1f4e204e74180f95815,2024-01-20,0x87e46107b8bb636bcd41bbb283c017399e3f1e463283ca0f22763e21b7bdc6cb,QmUYRUL6KDAQWUQtEdrzVFksbeRwqhT94EgS9zmJAQ9eQ8,BlockDAG,ERC-721,90.0,19,comprehensive,True,False,True,44132,Electric,Manual,Red,2,3,0,0,2024-11-03,2021-12-04,2024-01-20
1577,0xa9cebc93a6dbfe2a9fc8f19d2926d0fe8240da38,0x81089515954bea1865e16bd26aa59927b4748860,Porsche,Cayenne,2024,WP0247653726727,DE24 HJZ,sports,50600,55000,N1 7HA,Islington,medium,2024-01-20,0x10769b1a3f7918e6ced0f2762c9025738adccc9e5cfa1186cd08ab18beb5cd15,2023-01-01,0xefa97ae5d5c7182220da3d10bcb361a368da586eaa4901ef20552ea8975e8f2d,QmvJgBfUkawgwj8jsjYuMtf97YR8rwVr44Ztvozx4Uohdj,BlockDAG,ERC-721,70.0,11,comprehensive,True,False,False,138449,Diesel,Automatic,Grey,5,3,0,1,2024-06-30,2024-01-20,2023-01-01
1578,0x01083da2a3dfcaaabb21477697fbc0674a3d4b21,0x8c82476f06b8bd682aa81e6f8b9680faae7cb4b7,Ford,Focus,2020,WBA202064588345,BC20 XOT,standard,5272,8000,E1 8TZ,Tower Hamlets,high,2024-02-18,0x6496ebfb1bf51dddd60a41c90ecf09062e0c34ccf38bc37e79e694d32b9fbf27,2024-03-25,0x61e3f61c18707b54439136d1f67840a1822072e432b20eaa53fcf946dee96f15,QmoRK3VMGCZhvobieh2jwaVjHnMtPpC1rDVcrRK73MVzQa,BlockDAG,ERC-721,48.0272,1,standard,False,True,True,14562,Hybrid,Manual,Blue,5,3,2,1,2024-02-01,2024-02-18,2024-03-25
1579,0x7935144025744e3cdba376f90b021547409b3bd8,0x42bd7121abf06986c3cf8685f83b4ca5f866bd26,Lamborghini,Huracan,2022,WBA223861266416,CD22 OVB,supercar,140163,180000,SW1 8FN,Westminster,very_high,2023-08-28,0x4b6c9ea63d6a8094fe2c6a7c4d16144f43f7f923c3799f0c042565fda169646a,2024-09-05,0xbda0438fd2c1639e83dff5ce79cf806f42d05832211df5697ea408c2d89471b9,QmZAhGP472vM9HwTCKRbRZKWnRmSAz2p4fU59ok9xwTfCJ,BlockDAG,ERC-721,95.0,62,comprehensive,False,False,True,77087,Diesel,Manual,Blue,3,1,0,1,2024-06-14,2023-08-28,2024-09-05
1580,0xa9cebc9311dc9931936e3d7163161697f7c1fcc9,0x11c624634f128cd26daa8304a76c3fbb59af27d2,Porsche,Cayenne,2007,WP0076758036749,BC07 VOU,sports,12261,55000,SW1 4GW,Westminster,very_high,2022-02-04,0xda38d54701f7825f40fa02604f60432379aab9838528d6b1a8d089aa6f06ef6d,2024-05-14,0x7b19dfc9bd8db9c593c807f7244d6d74b15cd5e5fee4b2fd289dd4bd3f1deea8,Qmftoa6aVFP4mKBA3fYLLG2ZTAmfMctyprF4RFHxMJbg6u,BlockDAG,ERC-721,85.2261,4,standard,True,True,False,114587,Electric,Manual,Blue,3,5,1,1,2023-01-22,2022-02-04,2024-05-14
1581,0xa9cebc9354fb91286ce6e0f0d34add3566d5aa5c,0x93cffd07bd0e207ed8790b7686c1260f7bba89f2,Porsche,Panamera,2020,WP0203358607640,DE20 FCZ,sports,39544,60000,TW9 6EC,Richmond,low,2024-01-01,0x76e74b565cbd6269b7ef562301e130588999da89ead271d51c1055c8563ba985,2023-02-03,0x34bbfa037e56f913ee01266cfd948daa518d20c5e2a2a7c940e09b4d8313148f,QmisahvwAmnUPH7Y52qKgt78XUZ11U9T5uu3uyh3V939bv,BlockDAG,ERC-721,66.45439999999999,6,comprehensive,True,True,True,90175,Petrol,Automatic,White,2,1,2,0,2024-08-30,2024-01-01,2023-02-03
1582,0x92b457e4a9807e1f89218f801f83da364d5991c7,0x26610dcf5096a57c208df8df292c442afa713457,Audi,RS6,2019,WAU195594579483,CD19 XUP,premium,24254,40000,SW3 2JB,Chelsea,high,2021-01-21,0xfeea7ef5b03e6c2ce191571e800409acdae5b1382e56f161533486032eed4711,2024-12-19,0x01d24a9e278e4b0ba8eba464fa86a8ade67b96f60841e81bbefdf4f221e7b2b1,QmAzP1XYFCHSq9KNWfUXMJ5VxkkmQFtFdKxvbP7upmxDjN,BlockDAG,ERC-721,65.4254,6,standard,False,True,True,123274,Electric,Automatic,Black,4,3,1,0,2023-04-05,2021-01-21,2024-12-19
1583,0x92b457e47d600dae3e1b675d16462000c60cdc26,0xa2f281ff4922804a541858e76c0230ffedab8c31,Audi,R8,2023,WAU233933901997,AB23 NRD,premium,71944,85000,SW3 1DC,Chelsea,high,2024-11-22,0x8f16de0fd20827fe4dd8b70e379850062f903fd94b1b0729c3e4dbfadffb286d,2024-01-26,0x067f5e18f13bba1d42887f9d2d9a94b78ed43cb8cb1c8950a65e6ac4b386439a,QmjSZVw7W3o9GFYgSiqeMusctRDs53z42nytZFaw6wmKqT,BlockDAG,ERC-721,65.5,18,comprehensive,False,True,False,35109,Petrol,Manual,Grey,2,4,0,1,2023-07-29,2024-11-22,2024-01-26
1584,0xc57be7f5558ed1ae4d7c40f7847debb50417f64d,0x270c50ecb89e2ed01baa15c03f771a47fe4fe94b,Mercedes,S-Class,2005,WDD056792276371,DE05 NQC,luxury,8491,45000,SW1 7OL,Westminster,very_high,2022-09-12,0x518e4d2794f7e84b43d19cddbb5c538ce2adc7301be836bce3be9645490647e7,2024-09-06,0xb6f81ef7b1d1adf2da2c16cda25c22e0728bc547fa5aab4d234c144fb84fa9a6,QmuqXGWaFaFs86qpE3116ZUHTfzoXQb6XJ26TwZvdetxRi,BlockDAG,ERC-721,88.84909999999999,3,standard,True,True,True,94456,Hybrid,Manual,White,2,4,1,0,2023-11-25,2022-09-12,2024-09-06
1585,0xbcb48ddd45a3d9177d5f3307406e7cfea7401e95,0x825dfdd907525366f1b8ab27e69a3fa1f135ba42,BMW,i8,2024,WBA244708528255,BC24 KXJ,premium,73600,80000,SE1 1CE,Southwark,medium,2024-01-28,0x7daca83632849888263042579786bffd34322f5b263008c29c39b9e08672baae,2023-12-04,0xd11c01ffffa8628bf9da6a30574fe665a37786ea9fc848081c0106f85c05b9e5,Qmr3soAMZkjYmoHKUhme2y5kU8UfkwUFGhPsHCe1UmGTUG,BlockDAG,ERC-721,60.0,14,comprehensive,False,True,True,140459,Petrol,Automatic,White,2,2,2,1,2024-06-26,2024-01-28,2023-12-04
1586,0xbcb48ddda59b1d33cbd9285e8a29119756353690,0x9c92caa3aeec133b26793febb7a68b00dc6eeacb,BMW,i8,2018,WBA184647035270,EF18 UUC,premium,44627,80000,CR0 4QX,Croydon,medium,2023-08-12,0x592ac3c500021f5cb667af9f141c8020bc2e530899c26e03f030f5866409e114,2024-01-16,0x58860478fb98ca9599fa7d7f86b735ab328ef753f9c70cb5e7bedc1d0fc68db9,QmxxV3VCGiKVpGKaBDhCkEDqdEYTsJEsgLie3YCNmA5yQp,BlockDAG,ERC-721,62.9627,9,comprehensive,False,False,True,47367,Petrol,Manual,Silver,3,4,2,1,2024-04-09,2023-08-12,2024-01-16
1587,0xa9cebc932d9035c0e45899d6f7cb5dc9755d8e0e,0x0d8cc23cbb7e99bcf82f74740e548dde07a0afa6,Porsche,Cayman,2004,WP0046050339630,AB04 TTZ,sports,6075,35000,SW11 3XD,Wandsworth,low,2022-08-27,0x78ce61567873e532d076ef263795c8b525ffb132396ee91755a21050614fc2ad,2024-01-20,0x851ae930c76d24fd33efb6382956eaeda4c296509e928dd66546aef9c13b6648,QmwUwpXBDCdBthZgFquRScgJY5NcoP33FTPXjyJVE3LiNr,BlockDAG,ERC-721,71.1075,1,standard,True,True,False,59650,Diesel,Automatic,Grey,4,5,2,0,2024-02-09,2022-08-27,2024-01-20
1588,0xe6971472862747a26dd3ea10b7eadb6c6aedef16,0xba2a0fd1a88019c541ed89a457b1efc86f8b1d33,Aston Martin,DB9,2013,SCFAB138668163162,AB13 FID,luxury,27574,75000,SW1 2DK,Westminster,very_high,2023-03-12,0xa7f7b43de74d82beef246746a9b090ad1b02cb2e4bf7a8f15c64a691789bc66b,2024-02-14,0xe1d766e52027e6212bf4e1092a3bb3c47fdbf1b8caf2fec641f011b1bea2c5bd,QmRfxbRdXHNXnj3F8gqwy3iCapVLEEcjohazzKRMsefRXx,BlockDAG,ERC-721,91.5574,11,standard,True,False,True,106730,Hybrid,Automatic,Red,3,2,0,1,2023-11-17,2023-03-12,2024-02-14
1589,0xbcb48ddda92ba350802c27ad19b2a3fc81c02be6,0x4a14ed2270699a2ddea85f9bf59c4680c1a91d76,BMW,M5,2016,WBA167376173504,AB16 QBV,premium,16525,35000,SE1 2OL,Southwark,medium,2022-12-01,0xa102078dab24c310c7649ec0f61c4d679593cc8e3836aaaddebdbb40aec0bdc2,2023-07-18,0x78717c569f9140081fdac4795db5057fd1eeb269c957ba80f0a6341112a1dab6,Qm6LbjLqTSaRZzqjwkK8DHQPY1dZtzJg4xFBaWHuJnVufn,BlockDAG,ERC-721,61.1525,3,standard,False,False,True,45170,Hybrid,Automatic,Silver,4,5,0,0,2023-02-25,2022-12-01,2023-07-18
1590,0xe6971472f92ec40b4c8846c6c2d0ecd0ba8503ae,0xe9df62d63e5414b6c7f50123dd5b5c760cab26d7,Aston Martin,DB5,2010,SCFAB106243747727,CD10 HXS,luxury,14314,50000,TW9 5VZ,Richmond,low,2024-07-24,0x51b45eaa30a9470e117c37017d09d784d99fd33c460f5e8f79e526a3ce49d3d7,2024-08-14,0x7d834e0f7a1221fab56eef01efb6c5b3fc4f57437ef88b649b7e4f44c2a37cb5,QmPC4CNpvbaEC2CqGzAUyPX3JRhQyoEyP5hXHTVt4Q5vj1,BlockDAG,ERC-721,74.9314,2,standard,True,True,False,42002,Hybrid,Automatic,White,2,2,1,0,2023-06-13,2024-07-24,2024-08-14
1591,0x891b24e420692b026631f86c373572f03108992d,0x399eaa966c600447e1d21d2ec5a8334dd7008052,McLaren,P1,2017,WBA172889289039,BC17 OMW,supercar,410575,800000,CR0 6DA,Croydon,medium,2023-02-14,0x2fd588a6081f844b63d98977b8fbce2f486121d6bbf3e414f15604bb760bc387,2024-10-26,0x391fdce86ebf9b9676d911599732e05fe7191a0cf6ff3ce1eff6fc409b8a5aff,QmtRktY2W14TsJ9D7kBwMJSA2JQjqfFHbYU7Ajy2sBLNC1,BlockDAG,ERC-721,88.5,121,comprehensive,True,True,False,106353,Petrol,Manual,Black,5,2,0,0,2023-07-22,2023-02-14,2024-10-26
1592,0xa9cebc936980d8c009f114520ef8ebe2747a8aff,0x3e943cb314ed337ff39221ea49e8af10fed94595,Porsche,911,2004,WP0045627141391,DE04 ZSB,sports,7811,45000,SW3 6IG,Chelsea,high,2024-12-20,0xe1a8a6aa6f4161c5394072714964765e5979d8cd3e3611b362862795548f9132,2023-08-15,0xa3b61891c146554af4bbd872030d379fee2617cef573c52c2a97d07777f4d797,Qmk3nXdjnMnLpjbxq3T2vizoQ6A1iH58nexxs2Mt3TeYRw,BlockDAG,ERC-721,81.2811,2,standard,True,False,True,39583,Diesel,Automatic,Silver,2,3,2,1,2024-05-15,2024-12-20,2023-08-15
1593,0xfac8f46f14dcd562f9317e8bd65fcfd1a4ba6eb8,0x270074ca5ebddcd836e7e697277faa128410a925,Jaguar,E-Type,2002,SAJ029703558331,CD02 ORR,luxury,8815,60000,EN1 7QI,Enfield,medium,2024-12-18,0x5727c9cae56947ed97aa54a77c59493c57f8a0a7fcbb6499e3b97f8a94e18e18,2024-03-02,0xcd0f6368135589e13b1022e32278cbe3c936e870c926d225000fa8a93e0ff5dd,QmNHqefmarj7KtPnSSAFxQAb2DTFsCK9Y6siJ4nNENYQCS,BlockDAG,ERC-721,78.5815,2,standard,True,True,False,135105,Diesel,Manual,Blue,4,5,0,0,2024-03-10,2024-12-18,2024-03-02
1594,0xc57be7f57b221b431977534b77ad048e3a660827,0xc75c1182bb60d81be176101f86316d15637897a7,Mercedes,SL,2005,WDD052468366446,AB05 NLZ,luxury,6604,35000,SW3 4CS,Chelsea,high,2021-06-18,0x6d5be509254c97740cc61ac3083751fa34ede184cf4ed008ed4ca02fc870ddac,2023-11-21,0x446dbf6e36fd273038d7f211136be471b01f6461372e602d13c9c6b81d3a0971,QmHK41UbAHBdeGEisRR4FzTLZCQnNQS2XWSdaDHM3nvbLX,BlockDAG,ERC-721,83.6604,2,standard,True,True,True,74803,Hybrid,Manual,Red,2,1,1,0,2023-06-17,2021-06-18,2023-11-21
1595,0xe6971472e0e58c80abc634c777bc7531267fe1e0,0xe98bcc01be6da7465f106c39159e97d96b15c5d5,Aston Martin,Vantage,1966,SCFAB666376878703,EFE NZL,luxury,81958,45000,SW3 1QF,Chelsea,high,2024-11-16,0x04440ce3785500f9db49773b451a6851fca4d7d23ce119ddc0683264aa8d0551,2024-05-19,0x656daf6f961e845cdf23fa36d09c6b6c8cd2b4dd29c87f694349bba91bce4262,QmyanKX58TrbCHjx3ncjhu5U2AJQvKhQNfMoP2fdGMJeQe,BlockDAG,ERC-721,84.5,27,comprehensive,True,True,False,70481,Diesel,Manual,Silver,4,3,2,1,2023-06-18,2024-11-16,2024-05-19
1596,0x53092a17ee4e34854530d338be979e1302f32bfc,0x47df11154179bf9d4f2188e0dc2593c8eb71cce9,Toyota,Corolla,2022,WBA220787637893,EF22 DZM,standard,7786,10000,SW1 7KO,Westminster,very_high,2023-04-25,0xa3951e3586f82f1c72561e58aea06993f5c4dc410b1dfaff79f8fcdf45a039bb,2024-12-20,0xcf319cc30eb847689fd32acea6ffafecfbf05acbac6332e9f7c5cada4ba5b8ef,Qm2dymqjicqJeF5UQozxVUUmNEnViKJMeavEiHcpGd4Ls3,BlockDAG,ERC-721,52.2786,1,standard,False,True,True,29990,Diesel,Manual,Black,3,4,0,0,2023-07-07,2023-04-25,2024-12-20
1597,0x6c5b90ceb5034f621225dd172f4b82c9a43a4490,0x85e02002fc6cdbed4c758deda4af3cf860e16af9,Ferrari,488,2019,ZFF197140457843,EF19 PEC,supercar,109143,180000,TW9 1XN,Richmond,low,2020-04-22,0xafca139cf3ca8ad0a9cc278f667ef2a60fa27df31c82e71ff72f1409ad691d91,2023-08-03,0xd728006c6f02d9f12514b4b259626313cbd02b71516b50fba0910d5d594208cb,QmJU1UGTLQZA5xDkvFoF5G4big34DgCv85TZLNyYqfsry1,BlockDAG,ERC-721,82.5,21,comprehensive,True,True,False,46453,Diesel,Automatic,Grey,2,5,2,1,2023-05-15,2020-04-22,2023-08-03
1598,0x53092a17de583b0ba1d1257d164d98515aeba74e,0x336aff82305e57e8571c68d719c5cb301815116f,Toyota,Corolla,2003,WBA038921653923,CD03 GWL,standard,1597,10000,E1 6VE,Tower Hamlets,high,2023-02-05,0x6b989ffc670d263c4edeb5bfbc3f6814946fe08a6aaef16e003119d268f918cf,2023-06-19,0xa29354babc0688a97099d6d0cd7106d3a1da3cd907035846dcdb633361c3e7fd,QmMnB44XjkwUyHRAzUSTmbxnLBLBHuHQKHNqFjkWSQDos6,BlockDAG,ERC-721,56.1597,0,standard,False,True,False,76415,Petrol,Manual,Blue,4,1,0,1,2023-09-15,2023-02-05,2023-06-19
1599,0x6c5b90ce56adb7bcce69a3f391c3fe05d500e8f3,0xf3dd6244e8e705c1501c44b16fff559153ca13ec,Ferrari,488,2019,ZFF192912907612,AB19 PFZ,supercar,109143,180000,SW1 2SU,Westminster,very_high,2022-10-27,0xb944f995a7ddae523cb0f5f7c2d8280f20eeaa53a19c308c5afe4844c1332efe,2024-01-27,0xd9aa677c754262b6b46aae0b6f094dd6531ba215378ad622a1411ac213ec9981,Qmv5za3Z23tCzyAyAY2yNsTx7pvQ2fwcbnpfbMiv2sfYM5,BlockDAG,ERC-721,95.0,48,comprehensive,False,False,True,75576,Petrol,Automatic,Grey,2,2,1,1,2024-06-02,2022-10-27,2024-01-27
